index,과정명,학원명,기간,훈련비,정원,취업률,연령대,NCS분야,과정
347,직업상담사 2급 한번에 끝내기 필기 과정,(사)한국디지털컨버전스협회,103,311850,500,29.3,38.0,07_사회복지 종교,직업상담
348,직업상담사2급 자격대비반_필기이론,한국이러닝협회,94,312150,500,32.5,36.0,07_사회복지 종교,직업상담
349,Wowpass! 사회복지사 1급(사회복지기초) 완벽 대비반(이론+문제풀이),한국이러닝협회,50,151470,500,32.3,,07_사회복지 종교,사회복지
350,Wowpass! 사회복지사 1급(사회복지실천) 완벽 대비반(이론+문제풀이),한국이러닝협회,74,222750,500,32.3,,07_사회복지 종교,사회복지
351,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,184140,500,29.3,33.0,07_사회복지 종교,직업상담
352,사회복지사1급 자격증 취득과정(사회복지실천),한국이러닝협회,41,124740,500,32.3,,07_사회복지 종교,사회복지
353,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,,07_사회복지 종교,베이비시터
354,직업상담사 2급 취득(1차/2차),중앙직업전문학교,50,1285400,20,46.7,44.0,07_사회복지 종교,직업상담
355,[과정평가형자격] 직업상담사 취득,주경야독 직업전문학교,57,3036600,20,45.7,38.0,07_사회복지 종교,직업상담
356,전직지원 전문 컨설턴트 과정,휴먼평생직업교육학원,15,385620,15,43.5,45.0,07_사회복지 종교,전직지원
357,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,31.0,07_사회복지 종교,베이비시터
358,직업상담사2급 자격(2차 실기),부산예일직업전문학교,26,655550,20,34.1,37.0,07_사회복지 종교,직업상담
359,직업상담사2급 자격증 취득과정(2차 실기),(주)이룸리더십연구원 이룸리더십학원,20,514160,20,33.3,33.0,07_사회복지 종교,직업상담
360,직업상담사2급 2차 실기과정,(주)조근혜 부설 대전직업상담사학원,20,482020,15,48.8,37.0,07_사회복지 종교,직업상담
361,직업상담사2급 자격(2차 실기),부산예일직업전문학교,26,655550,20,34.1,34.0,07_사회복지 종교,직업상담
362,직업상담사 2급 자격증 취득과정(실기),다산직업전문학교,27,514160,20,38.6,37.0,07_사회복지 종교,직업상담
363,직업상담사2급 취득(필기+실기),성남여성인력개발센터,35,899780,20,30.0,32.0,07_사회복지 종교,직업상담
364,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,55.0,07_사회복지 종교,베이비시터
365,직업상담사2급 2차 실기과정,(주)조근혜 부설 대전직업상담사학원,20,482020,15,48.8,37.0,07_사회복지 종교,직업상담
366,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,,07_사회복지 종교,베이비시터
367,직업상담사 양성과정(자격증취득),미토직업전문학교,50,1285400,24,35.5,37.0,07_사회복지 종교,직업상담
368,"직업상담사2급(1차,2차)취득",이젠컴퓨터아트서비스학원,50,1285400,10,31.3,30.0,07_사회복지 종교,직업상담
369,직업상담사 2급 한번에 끝내기 필기 과정,(사)한국디지털컨버전스협회,103,311850,500,29.3,43.0,07_사회복지 종교,직업상담
370,사회복지사1급 자격증 취득과정(사회복지실천),한국이러닝협회,41,124740,500,32.3,45.0,07_사회복지 종교,사회복지
371,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,184140,500,29.3,41.0,07_사회복지 종교,직업상담
372,직업상담사 2급 한번에 끝내기(필기/실기),(사)한국디지털컨버전스협회,164,493020,500,29.3,36.0,07_사회복지 종교,직업상담
373,직업상담사2급 자격대비반_필기이론,한국이러닝협회,94,312150,500,32.5,,07_사회복지 종교,직업상담
374,사회복지사1급 자격증 취득과정(사회복지기초),한국이러닝협회,42,127710,500,32.3,43.0,07_사회복지 종교,사회복지
375,직업상담사 2급_과정평가형자격,새동아직업전문학교,58,2699200,20,48.3,35.0,07_사회복지 종교,직업상담
376,산모신생아 건강관리사 양성,엘림평생교육원,15,373260,12,56.8,,07_사회복지 종교,건강관리
377,직업상담사2급 자격증,미토직업전문학교,35,771240,20,35.5,43.0,07_사회복지 종교,직업상담
378,직업상담사2급 자격증 취득과정(이론+실기),에듀인능력개발원,40,1028320,20,36.5,38.0,07_사회복지 종교,직업상담
379,"직업상담사2급 자격증취득과정(1차,2차)",관악여성인력개발센터,35,893350,12,41.7,38.0,07_사회복지 종교,직업상담
380,직업상담사 2급 자격증 취득과정(실기),다산직업전문학교,20,514160,20,38.6,,07_사회복지 종교,직업상담
381,산모신생아 건강관리사 양성,엘림평생교육원,10,373260,12,56.8,55.0,07_사회복지 종교,건강관리
382,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,55.0,07_사회복지 종교,베이비시터
383,직업상담사 2급 자격증 취득과정(실기),다산직업전문학교,20,514160,20,38.6,37.0,07_사회복지 종교,직업상담
384,NCS직업상담사2급 자격증 취득과정 (2차 실기),안양여성인력개발센터,13,480750,17,40.2,44.0,07_사회복지 종교,직업상담
385,직업상담사2급 자격 취득과정,천안여성인력개발센터,36,925480,24,35.2,37.0,07_사회복지 종교,직업상담
386,[과정평가형] 직업상담사2급 자격증 취득과정,(주)미래산업교육원 북부직업전문학교,77,3036600,20,39.7,35.0,07_사회복지 종교,직업상담
387,"직업상담사 2급 자격증 취득과정(1차,2차 통합)",휴먼평생직업교육학원,45,1156860,18,43.5,34.0,07_사회복지 종교,직업상담
388,사회복지사1급 자격증 취득과정(사회복지실천),한국이러닝협회,41,124740,500,32.3,38.0,07_사회복지 종교,사회복지
389,직업상담사2급 자격대비반_필기이론,한국이러닝협회,94,312150,500,32.5,44.0,07_사회복지 종교,직업상담
390,사회복지사1급 자격증 취득과정(사회복지기초),한국이러닝협회,42,127710,500,32.3,53.0,07_사회복지 종교,사회복지
391,와우패스! 직업상담사 2급 실기 종합반(이론+문제풀이),한국이러닝협회,28,204930,500,32.5,40.0,07_사회복지 종교,직업상담
392,직업상담사 2급 한번에 끝내기(필기/실기),(사)한국디지털컨버전스협회,164,493020,500,29.3,35.0,07_사회복지 종교,직업상담
393,직업상담사 2급 자격증 취득 (필기/실기),(재)대구직업전문학교,44,1413940,20,40.0,34.0,07_사회복지 종교,직업상담
394,직업상담사 2급 한번에 끝내기 필기 과정,(사)한국디지털컨버전스협회,103,311850,500,29.3,29.0,07_사회복지 종교,직업상담
395,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,184140,500,29.3,47.0,07_사회복지 종교,직업상담
396,사회복지사1급 자격대비반_핵심이론+문제풀이,한국이러닝협회,56,344030,500,32.3,39.0,07_사회복지 종교,사회복지
397,"직업상담사2급자격증취득과정(1차,2차)",현대직업전문학교,69,1349670,20,49.1,37.0,07_사회복지 종교,직업상담
398,[과정평가형]직업상담사2급,울산직업전문학교,90,4048800,24,30.0,40.0,07_사회복지 종교,직업상담
399,직업상담사2급 자격 취득과정,송파여성인력개발센터,36,925480,23,40.2,38.0,07_사회복지 종교,직업상담
400,"직업상담사2급 취득(필기,실기)",북인천직업전문학교,35,893350,13,57.1,36.0,07_사회복지 종교,직업상담
401,직업상담사2급 (2차)취득과정,씨앤씨직업상담학원,11,411320,21,40.0,33.0,07_사회복지 종교,직업상담
402,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,184140,500,29.3,,07_사회복지 종교,직업상담
403,와우패스! 직업상담사 2급 실기 종합반(이론+문제풀이),한국이러닝협회,28,204930,500,32.5,40.0,07_사회복지 종교,직업상담
404,사회복지사1급 자격대비반_핵심이론+문제풀이,한국이러닝협회,56,344030,500,32.3,37.0,07_사회복지 종교,사회복지
405,사회복지사1급 자격증 취득과정(사회복지실천),한국이러닝협회,41,124740,500,32.3,46.0,07_사회복지 종교,사회복지
406,직업상담사 2급 한번에 끝내기(필기/실기),(사)한국디지털컨버전스협회,164,493020,500,29.3,30.0,07_사회복지 종교,직업상담
407,사회복지사1급 자격증 취득과정(사회복지기초),한국이러닝협회,42,127710,500,32.3,32.0,07_사회복지 종교,사회복지
408,직업상담사 2급 한번에 끝내기 필기 과정,(사)한국디지털컨버전스협회,103,311850,500,29.3,51.0,07_사회복지 종교,직업상담
409,직업상담사2급 자격대비반_필기이론,한국이러닝협회,94,312150,500,32.5,55.0,07_사회복지 종교,직업상담
410,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,55.0,07_사회복지 종교,베이비시터
411,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,56.0,07_사회복지 종교,베이비시터
412,(2020)직업상담사2급취득(1차+2차),원스톱직업학원,45,1156860,28,35.5,36.0,07_사회복지 종교,직업상담
413,직업상담사 2급 자격증 취득과정(필기+실기),대한직업평생교육원,32,1028320,20,43.2,37.0,07_사회복지 종교,직업상담
414,직업상담사2급 2차 실기과정,(주)조근혜 부설 대전직업상담사학원,20,482020,15,48.8,31.0,07_사회복지 종교,직업상담
415,직업상담사2급 필기과정,(주)조근혜 부설 대전직업상담사학원,33,771240,15,48.8,37.0,07_사회복지 종교,직업상담
416,"직업상담사2급 자격증 취득과정(1,2차 통합)",(주)이룸리더십연구원 이룸리더십학원,45,1156860,20,33.3,48.0,07_사회복지 종교,직업상담
417,직업상담사2급 자격(1차 필기),부산예일직업전문학교,26,655550,20,34.1,36.0,07_사회복지 종교,직업상담
418,"직업상담사2급 1차,2차(필기,실기) 취득",서대문여성인력개발센터,43,1105440,20,43.0,42.0,07_사회복지 종교,직업상담
419,직업상담사 2급 취득(1차/2차),중앙직업전문학교,50,1285400,20,46.7,34.0,07_사회복지 종교,직업상담
420,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,184140,500,29.3,49.0,07_사회복지 종교,직업상담
421,사회복지사1급 자격대비반_핵심이론+문제풀이,한국이러닝협회,56,344030,500,32.3,44.0,07_사회복지 종교,사회복지
422,직업상담사 2급 한번에 끝내기(필기/실기),(사)한국디지털컨버전스협회,164,493020,500,29.3,43.0,07_사회복지 종교,직업상담
423,직업상담사2급 자격대비반_필기이론,한국이러닝협회,94,312150,500,32.5,39.0,07_사회복지 종교,직업상담
424,사회복지사1급 자격증 취득과정(사회복지기초),한국이러닝협회,42,127710,500,32.3,34.0,07_사회복지 종교,사회복지
425,사회복지사1급 자격증 취득과정(사회복지실천),한국이러닝협회,41,124740,500,32.3,,07_사회복지 종교,사회복지
426,직업상담사 2급 한번에 끝내기 필기 과정,(사)한국디지털컨버전스협회,103,311850,500,29.3,38.0,07_사회복지 종교,직업상담
427,와우패스! 직업상담사 2급 실기 종합반(이론+문제풀이),한국이러닝협회,28,204930,500,32.5,37.0,07_사회복지 종교,직업상담
428,(2020)직업상담사취업상담전문가,원스톱직업학원,20,514160,28,35.5,39.0,07_사회복지 종교,직업상담
429,직업상담사 2급 자격증취득과정(필기+실기),(주)울산KH정보교육원,53,1542480,20,32.8,39.0,07_사회복지 종교,직업상담
430,직업상담사 2급 자격증 취득과정(과정평가형),다산직업전문학교,67,2699200,20,38.6,39.0,07_사회복지 종교,직업상담
431,직업상담사2급 자격증 취득(1차 필기),양산직업학교,24,449890,20,58.8,46.0,07_사회복지 종교,직업상담
432,"직업상담사2급 자격 취득과정( 필기, 실기 통합반 )",영남직업능력개발원,47,1510340,20,43.4,39.0,07_사회복지 종교,직업상담
433,NCS직업상담실무과정(직업상담사2급1차 필기),안양여성인력개발센터,17,642600,17,40.2,41.0,07_사회복지 종교,직업상담
434,산모신생아 건강관리사 양성,엘림평생교육원,10,373260,12,56.8,51.0,07_사회복지 종교,건강관리
435,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,56.0,07_사회복지 종교,베이비시터
436,직업상담사2급 자격증 취득과정(이론+실기),에듀인능력개발원,42,1028320,20,36.5,32.0,07_사회복지 종교,직업상담
437,직업상담사2급 취득(1차+2차),중랑여성인력개발센터,46,1182560,20,30.4,38.0,07_사회복지 종교,직업상담
438,직업상담사 2급 자격증 취득(필기+실기),은평여성인력개발센터,45,1156860,20,33.7,42.0,07_사회복지 종교,직업상담
439,직업상담사2급 자격증 취득,영등포여성인력개발센터,42,1078560,20,37.5,46.0,07_사회복지 종교,직업상담
440,사회복지사1급 자격증 취득과정(사회복지실천),한국이러닝협회,41,124740,500,32.3,49.0,07_사회복지 종교,사회복지
441,직업상담사 2급 한번에 끝내기 필기 과정,(사)한국디지털컨버전스협회,103,311850,500,29.3,39.0,07_사회복지 종교,직업상담
442,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,184140,500,29.3,39.0,07_사회복지 종교,직업상담
443,직업상담사 2급 한번에 끝내기(필기/실기),(사)한국디지털컨버전스협회,164,493020,500,29.3,42.0,07_사회복지 종교,직업상담
444,사회복지사1급 자격대비반_핵심이론+문제풀이,한국이러닝협회,56,344030,500,32.3,41.0,07_사회복지 종교,사회복지
445,와우패스! 직업상담사 2급 실기 종합반(이론+문제풀이),한국이러닝협회,28,204930,500,32.5,,07_사회복지 종교,직업상담
446,직업상담사2급 자격대비반_필기이론,한국이러닝협회,94,312150,500,32.5,38.0,07_사회복지 종교,직업상담
447,사회복지사1급 자격증 취득과정(사회복지기초),한국이러닝협회,42,127710,500,32.3,58.0,07_사회복지 종교,사회복지
448,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,55.0,07_사회복지 종교,베이비시터
449,직업상담실무자 양성과정,서울특별시서부여성발전센터,25,642700,20,36.4,43.0,07_사회복지 종교,직업상담
450,"직업상담사2급 1,2차 통합과정",(주)이룸리더십연구원 이룸리더십학원,45,1156860,20,33.3,40.0,07_사회복지 종교,직업상담
451,직업상담사 2급 자격증 취득(1차+2차)종합반,스카우트부설평생교육원,34,1298250,25,43.8,42.0,07_사회복지 종교,직업상담
452,"직업상담사2급(1차,2차)취득",이젠컴퓨터아트서비스학원,50,1285400,10,31.3,38.0,07_사회복지 종교,직업상담
453,산모신생아 건강관리사 양성,엘림평생교육원,10,373260,12,56.8,54.0,07_사회복지 종교,건강관리
454,"직업상담사2급자격증취득과정(1차,2차)",현대직업전문학교,53,1349670,20,49.1,38.0,07_사회복지 종교,직업상담
455,"직업상담사 2급 자격증 취득과정(1차,2차 통합)",휴먼평생직업교육학원,45,1156860,18,43.5,38.0,07_사회복지 종교,직업상담
456,직업상담사 2급 자격증 취득과정 (1차+2차),종로여성인력개발센터,46,1195420,25,49.0,45.0,07_사회복지 종교,직업상담
457,산모신생아건강관리사 양성과정,(주)부모사랑유씨평생교육원,10,373260,30,57.9,54.0,07_사회복지 종교,건강관리
458,"직업상담사 2급 자격증 취득과정(1차,2차 통합)",휴먼평생직업교육학원,60,1156860,18,43.5,,07_사회복지 종교,직업상담
459,직업상담사2급 (1차),(주)미래산업교육원 북부직업전문학교,40,771240,20,39.7,,07_사회복지 종교,직업상담
460,직업상담 강사양성,서울시중부여성발전센터,13,501300,20,36.4,45.0,07_사회복지 종교,직업상담
461,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,52.0,07_사회복지 종교,베이비시터
462,사회복지사1급 자격대비반_핵심이론+문제풀이,한국이러닝협회,56,344030,500,32.3,46.0,07_사회복지 종교,사회복지
463,와우패스! 직업상담사 2급 필기 종합반(이론+문제풀이),한국이러닝협회,56,389070,500,32.5,,07_사회복지 종교,직업상담
464,직업상담사 2급 한번에 끝내기(필기/실기),(사)한국디지털컨버전스협회,164,493020,500,29.3,,07_사회복지 종교,직업상담
465,직업상담사2급 자격대비반_필기이론,한국이러닝협회,94,312150,500,32.5,30.0,07_사회복지 종교,직업상담
466,직업상담사 2급 자격증 취득과정(필기/실기),강서여성인력개발센터,50,1285400,20,40.0,42.0,07_사회복지 종교,직업상담
467,와우패스! 직업상담사 2급 실기 종합반(이론+문제풀이),한국이러닝협회,28,204930,500,32.5,,07_사회복지 종교,직업상담
468,epass 사회복지사 1급,한국이러닝협회,56,291060,500,32.3,,07_사회복지 종교,사회복지
469,직업상담사 2급 한번에 끝내기 필기 과정,(사)한국디지털컨버전스협회,103,311850,500,29.3,,07_사회복지 종교,직업상담
470,사회복지사1급 자격증 취득과정(사회복지기초),한국이러닝협회,42,127710,500,32.3,29.0,07_사회복지 종교,사회복지
471,직업상담사 2급 한번에 끝내기 실기 과정,(사)한국디지털컨버전스협회,28,184140,500,29.3,,07_사회복지 종교,직업상담
472,사회복지사1급 자격증 취득과정(사회복지실천),한국이러닝협회,41,124740,500,32.3,,07_사회복지 종교,사회복지
473,(2020)직업상담사취업상담전문가,원스톱직업학원,20,514160,28,35.5,,07_사회복지 종교,직업상담
474,직업상담사2급 자격증 취득과정(이론+실기),에듀인능력개발원,53,1028320,20,36.5,30.0,07_사회복지 종교,직업상담
475,"직업상담사 2급 국가기술자격 취득 과정(1,2차 통합)",씨앤씨직업상담학원,42,1079730,21,40.0,,07_사회복지 종교,직업상담
476,"직업상담사2급 자격증취득과정(1차,2차)",관악여성인력개발센터,35,893350,12,41.7,,07_사회복지 종교,직업상담
477,"직업상담사2급 취득(필기,실기)",북인천직업전문학교,35,893350,13,57.1,40.0,07_사회복지 종교,직업상담
478,직업상담사2급 자격증,미토직업전문학교,40,771240,20,35.5,37.0,07_사회복지 종교,직업상담
479,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,58.0,07_사회복지 종교,베이비시터
480,직업상담사2급 자격(2차 실기),부산예일직업전문학교,26,655550,20,34.1,37.0,07_사회복지 종교,직업상담
481,"직업상담사2급(1차,2차)취득",이젠컴퓨터아트서비스학원,50,1285400,10,31.3,,07_사회복지 종교,직업상담
482,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,49.0,07_사회복지 종교,베이비시터
483,산모신생아 건강관리사 양성,엘림평생교육원,15,373260,12,56.8,44.0,07_사회복지 종교,건강관리
484,(NCS기반 직업상담) 전직지원 전문가 양성과정,씨앤씨직업상담학원,45,1156860,21,40.0,,07_사회복지 종교,직업상담
485,직업상담사2급 1차 필기과정,(주)조근혜 부설 대전직업상담사학원,28,706970,15,48.8,,07_사회복지 종교,직업상담
486,창업 및 창직준비 과정,휴먼평생직업교육학원,12,308490,18,43.5,,07_사회복지 종교,
487,직업상담사2급 자격증,미토직업전문학교,40,771240,20,35.5,,07_사회복지 종교,직업상담
488,직업상담사2급자격시험 대비반,안산여성인력개발센터,45,1156860,20,44.2,50.0,07_사회복지 종교,직업상담
489,사회복지사1급 자격증 취득과정(사회복지기초),한국이러닝협회,42,127710,500,32.3,,07_사회복지 종교,사회복지
490,사회복지사1급 자격대비반_핵심이론+문제풀이,한국이러닝협회,56,344030,500,32.3,,07_사회복지 종교,사회복지
491,사회복지사1급 자격증 취득과정(사회복지실천),한국이러닝협회,41,124740,500,32.3,,07_사회복지 종교,사회복지
492,와우패스! 직업상담사 2급 실기 종합반(이론+문제풀이),한국이러닝협회,28,204930,500,32.5,,07_사회복지 종교,직업상담
493,직업상담사2급 자격대비반_필기이론,한국이러닝협회,94,312150,500,32.5,,07_사회복지 종교,직업상담
494,(2020)직업상담사2급취득(1차+2차),원스톱직업학원,45,1156860,28,35.5,36.0,07_사회복지 종교,직업상담
495,직업상담사2급 자격(1차 필기),부산예일직업전문학교,26,655550,20,34.1,46.0,07_사회복지 종교,직업상담
496,"직업상담사2급 자격 취득과정( 필기, 실기 통합반 )",영남직업능력개발원,47,1510340,20,43.4,,07_사회복지 종교,직업상담
497,직업상담사 2급 자격증 취득 (필기/실기),(재)대구직업전문학교,44,1413940,20,40.0,,07_사회복지 종교,직업상담
498,직업상담사 현장실무,서대문여성인력개발센터,16,411320,18,43.0,41.0,07_사회복지 종교,직업상담
499,직업상담사2급 자격 취득과정,송파여성인력개발센터,36,925480,23,40.2,,07_사회복지 종교,직업상담
500,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,,07_사회복지 종교,베이비시터
501,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,,07_사회복지 종교,베이비시터
502,"직업상담사2급 1차,2차(필기,실기) 취득",서대문여성인력개발센터,43,1105440,20,43.0,48.0,07_사회복지 종교,직업상담
503,직업상담사2급 자격증 취득(1차 필기),양산직업학교,24,449890,20,58.8,,07_사회복지 종교,직업상담
504,직업상담사2급 자격 취득과정,천안여성인력개발센터,36,925480,24,35.2,49.0,07_사회복지 종교,직업상담
505,사회복지사1급 자격대비반_핵심이론+문제풀이,한국이러닝협회,56,344030,500,32.3,,07_사회복지 종교,사회복지
506,직업상담사2급 자격대비반_필기이론,한국이러닝협회,94,312150,500,32.5,,07_사회복지 종교,직업상담
507,와우패스! 직업상담사 2급 실기 종합반(이론+문제풀이),한국이러닝협회,28,204930,500,32.5,,07_사회복지 종교,직업상담
508,"직업상담사 2급 자격증 취득과정(1차,2차 통합)",휴먼평생직업교육학원,45,1156860,18,43.5,,07_사회복지 종교,직업상담
509,사회복지사1급 자격증 취득과정(사회복지기초),한국이러닝협회,42,127710,500,32.3,,07_사회복지 종교,사회복지
510,사회복지사1급 자격증 취득과정(사회복지실천),한국이러닝협회,41,124740,500,32.3,,07_사회복지 종교,사회복지
511,(2020)직업상담사2급취득(1차+2차),원스톱직업학원,45,1156860,28,35.5,,07_사회복지 종교,직업상담
512,직업상담사 2급 자격증 취득과정 (1차+2차),종로여성인력개발센터,46,1195420,25,49.0,,07_사회복지 종교,직업상담
513,직업상담사 2급 취득(필기+실기),주경야독 직업전문학교,40,1285400,15,45.7,34.0,07_사회복지 종교,직업상담
514,직업상담사2급 자격증 취득(필기+실기),서초여성인력개발센터,40,1028320,24,51.4,,07_사회복지 종교,직업상담
515,직업상담사(1차+2차)자격증,윤성회계캐드컴퓨터학원,40,1285400,20,33.3,,07_사회복지 종교,직업상담
516,베이비시터 양성,엘림평생교육원,10,264720,14,63.2,,07_사회복지 종교,베이비시터
517,"직업상담사2급 자격증 취득과정(1,2차 통합)",(주)이룸리더십연구원 이룸리더십학원,45,1156860,20,33.3,49.0,07_사회복지 종교,직업상담
518,아이돌보미 양성,엘림평생교육원,10,248840,14,56.8,,07_사회복지 종교,베이비시터
519,직업상담사2급 자격증 취득,영등포여성인력개발센터,42,1078560,20,37.5,,07_사회복지 종교,직업상담
520,직업상담사2급 자격증 취득과정(이론+실기),에듀인능력개발원,53,1028320,20,36.5,,07_사회복지 종교,직업상담
521,사회복지사1급 자격증 취득과정(사회복지기초),한국이러닝협회,42,127710,500,32.3,,07_사회복지 종교,사회복지
522,사회복지사1급 자격대비반_핵심이론+문제풀이,한국이러닝협회,56,344030,500,32.3,,07_사회복지 종교,사회복지
523,와우패스! 직업상담사 2급 실기 종합반(이론+문제풀이),한국이러닝협회,28,204930,500,32.5,,07_사회복지 종교,직업상담
524,사회복지사1급 자격증 취득과정(사회복지실천),한국이러닝협회,41,124740,500,32.3,,07_사회복지 종교,사회복지
525,직업상담사2급 자격대비반_필기이론,한국이러닝협회,94,312150,500,32.5,,07_사회복지 종교,직업상담
526,직업상담사 현장실무,서대문여성인력개발센터,16,411320,18,43.0,46.0,07_사회복지 종교,직업상담
527,직업상담사2급 자격(1차 필기),부산예일직업전문학교,26,655550,20,34.1,,07_사회복지 종교,직업상담
528,직업상담사2급 자격증취득(2차 실기),양산직업학교,20,385620,20,58.8,,07_사회복지 종교,직업상담
529,직업상담사2급 취득(1차+2차),중랑여성인력개발센터,46,1182560,20,30.4,,07_사회복지 종교,직업상담
530,"직업상담사2급 취득(필기,실기)",북인천직업전문학교,35,893350,13,57.1,,07_사회복지 종교,직업상담
